hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,50,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,10380,Other-service
50,46,0,0,Private,7th-8th,4,Never-married,Not-in-family,White,Male,United-States,11604,Handlers-cleaners
40,24,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Male,United-States,12489,Machine-op-inspct
30,23,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15400,Exec-managerial
87,33,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,9000,Transport-moving
39,37,0,0,State-gov,Prof-school,15,Married-civ-spouse,Wife,White,Female,United-States,71250,Prof-specialty
39,51,0,2444,State-gov,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,55205,Tech-support
39,36,0,0,State-gov,Some-college,10,Divorced,Not-in-family,White,Female,United-States,27969,Exec-managerial
40,46,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,22837,Prof-specialty
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20557,Craft-repair
40,20,0,0,Private,HS-grad,9,Married-civ-spouse,Own-child,White,Male,United-States,17440,Sales
60,51,0,0,Self-emp-not-inc,Some-college,10,Separated,Not-in-family,White,Female,United-States,11765,Exec-managerial
30,31,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,58200,Transport-moving
40,32,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,14000,Machine-op-inspct
56,38,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,43924,Machine-op-inspct
40,50,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,46193,Protective-serv
28,18,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,6364,Sales
55,50,0,0,Local-gov,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,86302,Exec-managerial
16,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,2800,Sales
60,45,7298,0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,67558,Prof-specialty
45,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,63100,Exec-managerial
50,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20000,Craft-repair
40,45,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,Puerto-Rico,58880,Adm-clerical
35,20,594,0,?,Some-college,10,Never-married,Own-child,Other,Female,United-States,2579,?
40,43,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,19906,Adm-clerical
60,39,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,18900,Adm-clerical
20,34,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,England,4400,Exec-managerial
35,26,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,7000,Transport-moving
10,23,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,11100,Handlers-cleaners
60,50,7688,0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
55,50,7688,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
60,29,0,0,Private,Doctorate,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,India,30000,Prof-specialty
65,37,0,0,State-gov,Masters,14,Never-married,Not-in-family,White,Male,United-States,41539,Exec-managerial
47,39,0,0,Self-emp-not-inc,Some-college,10,Divorced,Unmarried,White,Male,United-States,7618,Sales
40,35,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,17540,Sales
55,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,Germany,33479,Other-service
48,22,0,0,Self-emp-not-inc,Some-college,10,Never-married,Not-in-family,White,Male,United-States,21530,Craft-repair
40,27,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,16798,Other-service
40,30,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,24000,Protective-serv
40,28,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,29117,Transport-moving
30,32,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15244,Sales
40,39,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,15600,Craft-repair
5,35,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Unmarried,White,Female,Canada,4200,Other-service
40,25,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,34000,Transport-moving
40,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31412,Craft-repair
38,41,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31000,Exec-managerial
48,26,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,21300,Sales
30,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,9747,Craft-repair
40,42,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,7568,Machine-op-inspct
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,48027,Craft-repair
39,42,0,0,State-gov,HS-grad,9,Separated,Unmarried,White,Male,United-States,24010,Adm-clerical
38,47,0,0,Private,7th-8th,4,Separated,Not-in-family,White,Female,United-States,11500,Other-service
45,30,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,54000,Exec-managerial
70,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31117,Sales
35,55,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15000,Sales
35,35,0,0,Private,Assoc-voc,11,Divorced,Unmarried,White,Female,United-States,11025,Other-service
30,21,1055,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,4931,Other-service
40,39,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,32287,Transport-moving
40,42,3137,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,34297,Exec-managerial
40,73,0,0,Self-emp-inc,10th,6,Widowed,Unmarried,White,Female,Canada,12696,Sales
40,47,0,0,Self-emp-inc,Bachelors,13,Never-married,Own-child,White,Male,United-States,50602,Sales
70,75,0,0,Private,10th,6,Widowed,Not-in-family,White,Female,United-States,6300,Priv-house-serv
45,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45514,Exec-managerial
40,53,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,50000,Craft-repair
25,19,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2500,?
40,29,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33000,Craft-repair
35,54,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,48000,Craft-repair
40,47,0,0,State-gov,Some-college,10,Divorced,Unmarried,White,Male,United-States,22059,Craft-repair
16,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,1451,Other-service
16,17,0,0,Private,12th,8,Never-married,Own-child,White,Male,United-States,2005,Other-service
40,21,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,9000,Other-service
25,41,0,0,Local-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,28557,Transport-moving
45,40,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,20595,Craft-repair
45,33,0,0,Private,10th,6,Never-married,Not-in-family,White,Female,United-States,17023,Machine-op-inspct
50,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47500,Craft-repair
40,38,0,0,Self-emp-not-inc,Assoc-voc,11,Divorced,Unmarried,White,Female,United-States,24071,Other-service
32,48,0,0,?,HS-grad,9,Married-spouse-absent,Unmarried,White,Female,United-States,2500,?
50,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,62028,Craft-repair
20,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5200,Sales
40,48,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47693,Handlers-cleaners
40,29,3464,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30214,Farming-fishing
40,24,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,10816,Machine-op-inspct
40,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,19649,Craft-repair
50,48,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,17525,Craft-repair
40,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3121,Adm-clerical
40,24,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,21000,Craft-repair
45,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,41841,Transport-moving
40,45,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,18040,Machine-op-inspct
40,42,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,19008,Machine-op-inspct
55,36,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,57200,Exec-managerial
40,41,0,0,Private,Bachelors,13,Divorced,Own-child,White,Female,United-States,18571,Prof-specialty
50,41,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,49800,Prof-specialty
35,65,6418,0,Self-emp-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,54311,Exec-managerial
45,46,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,38013,Craft-repair
16,37,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,11000,Protective-serv
42,35,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,55148,Craft-repair
48,63,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,30512,Prof-specialty
40,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,2764,Exec-managerial
38,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,28300,Handlers-cleaners
40,45,0,0,State-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,54116,Prof-specialty
38,28,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,18071,Handlers-cleaners
40,37,0,0,Local-gov,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,30400,Protective-serv
50,41,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,Canada,57100,Exec-managerial
45,24,2885,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27125,Other-service
35,34,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,11500,Prof-specialty
24,38,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,40800,Tech-support
40,44,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,28800,Handlers-cleaners
37,34,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,27337,Adm-clerical
45,58,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30000,Exec-managerial
12,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,2600,Sales
39,56,0,0,State-gov,Masters,14,Divorced,Not-in-family,White,Female,United-States,29200,Prof-specialty
45,35,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,36152,Machine-op-inspct
43,46,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,24013,Machine-op-inspct
40,39,0,0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,United-States,58196,Adm-clerical
20,18,0,0,Self-emp-not-inc,11th,7,Never-married,Own-child,White,Female,United-States,693,Adm-clerical
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,11713,Transport-moving
35,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,4000,Transport-moving
50,43,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,56800,Exec-managerial
40,18,0,0,Local-gov,12th,8,Never-married,Own-child,White,Male,United-States,838,Protective-serv
50,32,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,68800,Sales
38,54,0,0,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,59491,Protective-serv
50,46,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,45429,Exec-managerial
40,28,0,0,Private,Masters,14,Never-married,Unmarried,Amer-Indian-Eskimo,Female,United-States,9212,Prof-specialty
40,50,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,40338,Exec-managerial
60,45,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,35000,Exec-managerial
40,40,0,213,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,36964,Tech-support
33,58,0,0,Local-gov,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,16132,Exec-managerial
40,60,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,8794,Handlers-cleaners
40,34,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,39484,Exec-managerial
40,38,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,17100,Craft-repair
40,34,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,8800,Craft-repair
15,35,0,0,?,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,20600,?
50,57,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,55260,Craft-repair
40,32,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,16000,Craft-repair
55,29,0,0,Private,Prof-school,15,Never-married,Not-in-family,White,Female,United-States,12164,Prof-specialty
55,28,0,0,Private,Prof-school,15,Never-married,Not-in-family,White,Male,United-States,75000,Prof-specialty
35,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,8500,Prof-specialty
40,51,0,0,Private,HS-grad,9,Married-spouse-absent,Unmarried,White,Female,United-States,17297,Other-service
50,55,6418,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,54496,Adm-clerical
50,66,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Female,England,4800,Priv-house-serv
60,42,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45016,Farming-fishing
45,42,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,28860,Exec-managerial
30,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,1620,Sales
50,35,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,20492,Handlers-cleaners
60,38,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,37001,Farming-fishing
40,53,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,54157,Craft-repair
40,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,19257,Craft-repair
30,61,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,30033,Adm-clerical
40,26,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,21205,Farming-fishing
40,36,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45623,Adm-clerical
40,41,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,38884,Sales
25,44,594,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,2563,Priv-house-serv
40,35,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,19198,Prof-specialty
40,28,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,18547,Other-service
40,31,0,0,Private,10th,6,Never-married,Not-in-family,White,Male,United-States,17986,Other-service
35,51,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27000,Other-service
20,38,0,0,Self-emp-inc,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,43018,Craft-repair
36,44,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Female,United-States,33006,Prof-specialty
42,72,2653,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,21889,Farming-fishing
35,54,0,1977,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,99999,Exec-managerial
55,28,0,0,Local-gov,Bachelors,13,Never-married,Own-child,White,Female,United-States,32200,Prof-specialty
10,71,0,0,Private,7th-8th,4,Widowed,Not-in-family,White,Male,United-States,11162,Transport-moving
40,41,0,0,Self-emp-not-inc,Some-college,10,Divorced,Not-in-family,White,Male,United-States,17843,Craft-repair
60,36,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,33904,Craft-repair
90,49,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,20500,Transport-moving
84,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,50024,Tech-support
45,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33000,Sales
55,58,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
40,65,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,9420,Adm-clerical
40,34,0,0,Local-gov,HS-grad,9,Never-married,Own-child,White,Female,United-States,15610,Adm-clerical
60,41,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,23762,Farming-fishing
50,41,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
20,75,2653,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,21236,Sales
